id,Time,Event
237851,21',Christian Gomez takes an indirect freekick with his right foot from the left channel. Outcome: open play
237851,21',Seth Stammler is awarded a yellow card. Reason: unsporting behaviour
237851,24',Facundo Erpen crosses the ball. Outcome: shot
237851,24',Thomas McManus hits a good right footed shot. Outcome: goal
237851,24',Goal!! Thomas McManus hits a very good right footed shot to the lower left corner from the centre penalty area (aprox. 6 yards) and scores!! Colorado now leads 1 - 0
237851,24',That last goal was assisted by Facundo Erpen (Cross from Left Channel)
237851,25',Throw-in: Christian Gomez takes it (Attacking)
237851,27',Andrew Boyens commits a foul on Christian Gomez resulting on a free kick for Colorado
237851,27',Terry Cooke takes an indirect freekick with his right foot from the right channel. Outcome: open play
237851,27',Throw-in: Facundo Erpen takes it (Defending)
237851,28',Christian Gomez commits a foul on Kevin Goldthwaite resulting on a free kick for New York Red Bulls
237851,28',Jeff Parke takes an indirect freekick with his right foot from the right wing. Outcome: open play
237851,32',Throw-in: Facundo Erpen takes it (Attacking)
237851,33',Throw-in: Dave Van den Bergh takes it (Defending)
237851,33',Throw-in: Kevin Goldthwaite takes it (Attacking)
237851,34',Conor Casey commits a foul on Jeff Parke resulting on a free kick for New York Red Bulls
237851,34',Jon Conway takes an indirect freekick with his right foot from the centre penalty area. Outcome: pass
237851,34',Dave Van den Bergh crosses the ball. Outcome: open play
237851,34',Bouna Coundoul takes a long goal kick
237851,35',Thomas McManus hits a good right footed shot. Outcome: save
237851,35',Jon Conway makes a very good save (Catch)
237851,36',Throw-in: Facundo Erpen takes it (Attacking)
237851,36',Throw-in: Facundo Erpen takes it (Attacking)
237851,36',Terry Cooke crosses the ball. Outcome: goal
237851,36',Goal!! Mehdi Ballouchy hits an impressive right footed shot to the lower right corner from the centre penalty area (aprox. 12 yards) and scores!! Colorado now leads 2 - 0
237851,36',That last goal was assisted by Terry Cooke (Pass from Right Wing)
237851,39',Bouna Coundoul takes a long goal kick
237851,39',Colin Clark crosses the ball. Outcome: open play
237851,39',Throw-in: Ugo Ihemelu takes it (Attacking)
237851,40',Kevin Goldthwaite crosses the ball. Outcome: clearance
237851,40',Bouna Coundoul clears the ball from danger.
237851,40',"Seth Stammler hits a right footed shot, but it is off target. Outcome: over bar"
237851,41',Dave Van den Bergh drills a good left footed shot. Outcome: save
237851,41',Bouna Coundoul makes a very good save (Catch)
237851,42',Conor Casey commits a foul on Kevin Goldthwaite resulting on a free kick for New York Red Bulls
237851,42',Kevin Goldthwaite takes an indirect freekick with his right foot from his own half. Outcome: pass
237851,43',Dane Richards crosses the ball. Outcome: save
237851,43',Bouna Coundoul makes a very good save (Catch)
237851,43',Throw-in: Jeff Parke takes it (Attacking)
237851,43',Dane Richards commits a foul on Colin Clark resulting on a free kick for Colorado
237851,44',Conor Casey takes an indirect freekick with his right foot from the left wing. Outcome: pass
237851,45',Hunter Freeman commits a foul on Mehdi Ballouchy resulting on a free kick for Colorado
237851,45'+1',Terry Cooke takes an indirect freekick with his right foot from the left channel. Outcome: pass
237851,45'+1',"Christian Gomez drills a good right footed shot, but it is off target. Outcome: over bar"
237851,45'+1',Jon Conway takes a long goal kick
237851,45'+2',Throw-in: Ugo Ihemelu takes it (Attacking)
237851,45'+2',Throw-in: Dave Van den Bergh takes it (Attacking)
237851,45',The referee has signaled the end of the first half
237851,45',The second half is under way
237851,45',New York Red Bulls makes a sub: Juan Pablo Angel enters for Seth Stammler. Reason: Tactical
237851,45',New York Red Bulls makes a sub: Mike Magee enters for Hunter Freeman. Reason: Tactical
237851,46',Colorado makes a sub: Omar Cummings enters for Conor Casey. Reason: Tactical
237851,46',Bouna Coundoul takes a long goal kick
237851,47',Throw-in: Dane Richards takes it (Attacking)
237851,48',Throw-in: Dane Richards takes it (Attacking)
237851,49',Mehdi Ballouchy commits a foul on Dane Richards resulting on a free kick for New York Red Bulls
237851,49',Carlos Mendes takes an indirect freekick with his right foot from his own half. Outcome: open play
237851,49',Colin Clark drills an impressive left footed shot. Outcome: goal
237851,49',Goal!! Colin Clark hits a very good left footed shot to the upper right corner from the left penalty area (aprox. 12 yards) and scores!! Colorado now leads 3 - 0
237851,51',Throw-in: Terry Cooke takes it (Attacking)
237851,51',Colorado makes a sub: John DiRaimondo enters for Christian Gomez. Reason: Tactical
237851,54',Throw-in: Facundo Erpen takes it (Attacking)
237851,54',Offside called on Colin Clark
237851,55',Jon Conway takes an indirect freekick with his right foot from the left channel. Outcome: pass
237851,55',Throw-in: Ugo Ihemelu takes it (Attacking)
237851,55',Throw-in: Ugo Ihemelu takes it (Attacking)
237851,56',Throw-in: Facundo Erpen takes it (Attacking)
237851,57',Throw-in: Dane Richards takes it (Attacking)
237851,58',"Omar Cummings drills a good right footed shot, but it is off target. Outcome: miss left"
237851,58',Jon Conway takes a long goal kick
237851,58',Throw-in: Facundo Erpen takes it (Attacking)
237851,59',Throw-in: Dane Richards takes it (Attacking)
237851,62',"Colin Clark hits a good header, but it is off target. Outcome: miss left"
237851,63',Omar Cummings crosses the ball. Outcome: open play
237851,63',Colin Clark commits a foul on Jeff Parke resulting on a free kick for New York Red Bulls
237851,63',Jon Conway takes an indirect freekick with his right foot from his own half. Outcome: pass
237851,64',Terry Cooke crosses the ball. Outcome: shot
237851,64',"Omar Cummings hits a good right footed shot, but it is off target. Outcome: over bar"
237851,64',Jon Conway takes a short goal kick
237851,65',Throw-in: Andrew Boyens takes it (Attacking)
237851,66',Throw-in: Ugo Ihemelu takes it (Attacking)
237851,66',New York Red Bulls makes a sub: Luke Sassano enters for Dane Richards. Reason: Tactical
237851,67',Throw-in: Luke Sassano takes it (Attacking)
237851,68',Omar Cummings hits an impressive right footed shot. Outcome: goal
237851,68',Goal!! Omar Cummings hits a very good right footed shot to the lower right corner from the centre penalty area (aprox. 12 yards) and scores!! Colorado now leads 4 - 0
237851,68',That last goal was assisted by Thomas McManus (Pass from Right Penalty Area)
237851,71',Throw-in: Carlos Mendes takes it (Attacking)
237851,71',Bouna Coundoul takes a long goal kick
237851,71',Colorado makes a sub: Herculez Gomez enters for Thomas McManus. Reason: Tactical
237851,73',Throw-in: Jeff Parke takes it (Attacking)
237851,73',Kevin Goldthwaite commits a foul on Nick LaBrocca resulting on a free kick for Colorado
237851,73',Pablo Mastroeni takes an indirect freekick with his right foot from his own half. Outcome: pass
237851,74',Colin Clark crosses the ball. Outcome: save
237851,74',Jon Conway makes a very good save (Catch)
237851,75',Bouna Coundoul takes a long goal kick
237851,76',Throw-in: Kevin Goldthwaite takes it (Attacking)
237851,77',Jeff Parke commits a foul on Herculez Gomez resulting on a free kick for Colorado
237851,77',Herculez Gomez takes an indirect freekick with his right foot from the right channel. Outcome: pass
237851,77',"Nick LaBrocca drills a good right footed shot, but it is off target. Outcome: miss left"
237851,79',"Sinisa Ubiparipovic takes the corner kick from the left byline with his right foot and hits an inswinger to the far post, resulting in: open play"
237851,79',Throw-in: Facundo Erpen takes it (Attacking)
237851,79',Andrew Boyens commits a foul on Omar Cummings resulting on a free kick for Colorado
237851,80',Colin Clark takes an indirect freekick with his right foot from his own half. Outcome: pass
237851,81',Throw-in: Colin Clark takes it (Attacking)
237851,82',Bouna Coundoul takes a long goal kick
237851,82',Pablo Mastroeni is awarded a yellow card. Reason: dissent
237851,84',Offside called on Colin Clark
237851,84',Andrew Boyens takes an indirect freekick with his right foot from the left wing. Outcome: pass
237851,84',Throw-in: Jeff Parke takes it (Attacking)
237851,85',"Dave Van den Bergh takes the corner kick from the right byline with his left foot and hits an inswinger to the far post, resulting in: out of play"
237851,86',Offside called on Mike Magee
237851,86',Bouna Coundoul takes an indirect freekick with his right foot from the right wing. Outcome: open play
237851,88',Pablo Mastroeni commits a foul on Kevin Goldthwaite resulting on a free kick for New York Red Bulls
237851,88',Kevin Goldthwaite takes an indirect freekick with his right foot from the left wing. Outcome: pass
237851,89',Andrew Boyens is awarded a yellow card. Reason: unsporting behaviour
237851,90'+1',Throw-in: Carlos Mendes takes it (Attacking)
237851,90',The referee has signaled the end of the second half
237851,90',End of the game
237852,-,Game on!
237852,3',Sean Franklin commits a foul on Jeff Larentowicz resulting on a free kick for New England
237852,3',Sainey Nyassi takes an indirect freekick with his right foot from the left channel. Outcome: open play
237852,3',Chris Klein crosses the ball. Outcome: open play
237852,4',Sainey Nyassi commits a foul on Ante Jazic resulting on a free kick for Los Angeles
237852,4',David Beckham takes an indirect freekick with his right foot from the left wing. Outcome: open play
237852,5',Pires Alvaro commits a foul on Matt Reis resulting on a free kick for New England
237852,5',Matt Reis takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,5',Throw-in: Chris Albright takes it (Defending)
237852,8',Throw-in: Chris Albright takes it (Defending)
237852,8',Throw-in: Chris Klein takes it (Defending)
237852,9',Throw-in: Chris Albright takes it (Attacking)
237852,9',Sainey Nyassi hits a good right footed shot. Outcome: save
237852,9',Steve Cronin makes a very good save (Feet)
237852,10',"Steve Ralston takes the corner kick from the right byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237852,11',Throw-in: David Beckham takes it (Attacking)
237852,11',Shalrie Joseph commits a foul on Chris Klein resulting on a free kick for Los Angeles
237852,12',David Beckham takes an indirect freekick with his right foot from the left channel. Outcome: open play
237852,12',Throw-in: Chris Albright takes it (Attacking)
237852,12',Throw-in: Chris Albright takes it (Attacking)
237852,13',Throw-in: Chris Albright takes it (Attacking)
237852,13',Throw-in: Chris Albright takes it (Attacking)
237852,13',Steve Cronin takes a long goal kick
237852,14',Throw-in: David Beckham takes it (Attacking)
237852,14',Throw-in: Mauricio Castro takes it (Attacking)
237852,14',Shalrie Joseph drills a good right footed shot. Outcome: save
237852,15',Steve Cronin makes a very good save (Catch)
237852,16',Shalrie Joseph commits a foul on Pires Alvaro resulting on a free kick for Los Angeles
237852,16',David Beckham takes an indirect freekick with his right foot from the right channel. Outcome: open play
237852,17',Matt Reis takes a long goal kick
237852,17',Throw-in: Adam Cristman takes it (Attacking)
237852,17',Throw-in: Michael Parkhurst takes it (Defending)
237852,18',Mauricio Castro commits a foul on David Beckham resulting on a free kick for Los Angeles
237852,18',Mike Randolph takes an indirect freekick with his right foot from the right channel. Outcome: open play
237852,18',Alan Gordon commits a foul on Shalrie Joseph resulting on a free kick for New England
237852,19',Steve Ralston takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,20',Offside called on Alan Gordon
237852,20',Matt Reis takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,21',Throw-in: Chris Klein takes it (Attacking)
237852,22',Steve Cronin takes a long goal kick
237852,22',Shalrie Joseph commits a foul on Alan Gordon resulting on a free kick for Los Angeles
237852,23',David Beckham takes an indirect freekick with his right foot from the right channel. Outcome: open play
237852,23',Throw-in: David Beckham takes it (Attacking)
237852,25',Throw-in: Chris Albright takes it (Attacking)
237852,26',Steve Ralston hits a good right footed shot. Outcome: save
237852,26',Steve Cronin makes a very good save (Punch)
237852,26',Offside called on Kheli Dube
237852,26',Steve Cronin takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,27',Throw-in: Ante Jazic takes it (Defending)
237852,27',Throw-in: Ante Jazic takes it (Defending)
237852,28',Matt Reis takes a long goal kick
237852,29',David Beckham crosses the ball. Outcome: shot
237852,29',"Edson Buddle hits a good header, but it is off target. Outcome: miss left"
237852,29',Matt Reis takes a long goal kick
237852,30',"Adam Cristman hits a good right footed shot, but it is off target. Outcome: miss right"
237852,31',Alan Gordon commits a foul on Jeff Larentowicz resulting on a free kick for New England
237852,31',Steve Ralston takes an indirect freekick with his right foot from the right wing. Outcome: open play
237852,32',"Mauricio Castro takes the corner kick from the right byline with his right foot and hits an outswinger to the centre, resulting in: open play"
237852,33',Adam Cristman hits a good right footed shot. Outcome: goal
237852,33',Goal!! Adam Cristman hits a very good right footed shot to the lower right corner from the right 6 yard (aprox. 6 yards) and scores!! New England now leads 1 - 0
237852,35',Kheli Dube commits a foul on Edson Buddle resulting on a free kick for Los Angeles
237852,35',Steve Cronin takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,36',Throw-in: David Beckham takes it (Attacking)
237852,37',"Steve Ralston takes the corner kick from the right byline with his right foot and hits an inswinger to the far post, resulting in: out of play"
237852,37',"Steve Ralston takes the corner kick from the right byline with his right foot and hits an outswinger to the centre, resulting in: shot"
237852,37',Adam Cristman hits a good header. Outcome: goal
237852,37',Goal!! Adam Cristman hits a very good header to the lower right corner from the centre penalty area (aprox. 12 yards) and scores!! New England now leads 2 - 0
237852,37',That last goal was assisted by Steve Ralston (Pass from Right Wing)
237852,39',Steve Ralston commits a foul on Joe Franchino resulting on a free kick for Los Angeles
237852,39',David Beckham takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,39',Throw-in: David Beckham takes it (Attacking)
237852,40',Throw-in: Chris Klein takes it (Defending)
237852,41',Throw-in: David Beckham takes it (Attacking)
237852,43',Throw-in: Ante Jazic takes it (Attacking)
237852,43',Throw-in: Chris Klein takes it (Attacking)
237852,44',Throw-in: Steve Ralston takes it (Attacking)
237852,44',Throw-in: Chris Albright takes it (Defending)
237852,45',Throw-in: Michael Parkhurst takes it (Defending)
237852,45',Shalrie Joseph commits a foul on Edson Buddle resulting on a free kick for Los Angeles
237852,45',Ante Jazic takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,45',Throw-in: Chris Klein takes it (Attacking)
237852,45'+1',"Jeff Larentowicz hits a good right footed shot, but it is off target. Outcome: hit bar"
237852,45',The referee has signaled the end of the first half
237852,45',Los Angeles makes a sub: Landon Donovan enters for Alan Gordon. Reason: Tactical
237852,45',The second half is under way
237852,46',Throw-in: Chris Klein takes it (Defending)
237852,49',"David Beckham drills a good right footed shot, but it is off target. Outcome: miss right"
237852,49',Matt Reis takes a long goal kick
237852,49',Throw-in: Mauricio Castro takes it (Attacking)
237852,50',Throw-in: Chris Klein takes it (Defending)
237852,50',Throw-in: David Beckham takes it (Attacking)
237852,50',David Beckham crosses the ball. Outcome: shot
237852,50',"Joe Franchino drills a good right footed shot, but it is off target. Outcome: blocked"
237852,51',Mauricio Castro blocks the shot
237852,51',Sainey Nyassi commits a foul on Mike Randolph resulting on a free kick for Los Angeles
237852,51',David Beckham takes an indirect freekick with his right foot from the left wing. Outcome: shot
237852,51',"Pires Alvaro hits a good header, but it is off target. Outcome: over bar"
237852,52',Matt Reis takes a long goal kick
237852,52',Throw-in: Chris Klein takes it (Defending)
237852,52',Steve Ralston commits a foul on Abel Xavier resulting on a free kick for Los Angeles
237852,52',David Beckham takes an indirect freekick with his right foot from the right wing. Outcome: open play
237852,53',Matt Reis takes a long goal kick
237852,53',Throw-in: Chris Albright takes it (Attacking)
237852,54',Shalrie Joseph commits a foul on Landon Donovan resulting on a free kick for Los Angeles
237852,54',David Beckham takes an indirect freekick with his right foot from the left channel. Outcome: shot
237852,55',"David Beckham drills a good right footed shot, but it is off target. Outcome: miss left"
237852,55',Matt Reis takes a long goal kick
237852,56',Sainey Nyassi hits a good right footed shot. Outcome: save
237852,57',Steve Cronin makes a very good save (Catch)
237852,57',Throw-in: Ante Jazic takes it (Defending)
237852,57',Throw-in: Ante Jazic takes it (Defending)
237852,57',Ante Jazic crosses the ball. Outcome: open play
237852,58',Edson Buddle drills a good right footed shot. Outcome: save
237852,58',Matt Reis makes a very good save (Punch)
237852,58',Mike Randolph crosses the ball. Outcome: open play
237852,58',David Beckham commits a foul on Steve Ralston resulting on a free kick for New England
237852,58',Sainey Nyassi takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,59',Joe Franchino commits a foul on Sainey Nyassi resulting on a free kick for New England
237852,59',Jay Heaps takes an indirect freekick with his right foot from the right channel. Outcome: open play
237852,60',"Mauricio Castro takes the corner kick from the right byline with his right foot and hits an inswinger to the far post, resulting in: open play"
237852,60',New England makes a sub: Taylor Twellman enters for Kheli Dube. Reason: Tactical
237852,61',Throw-in: Chris Klein takes it (Defending)
237852,61',Throw-in: David Beckham takes it (Attacking)
237852,61',Throw-in: Chris Klein takes it (Defending)
237852,62',Throw-in: David Beckham takes it (Attacking)
237852,62',Chris Klein crosses the ball. Outcome: open play
237852,63',Throw-in: Chris Albright takes it (Attacking)
237852,66',David Beckham hits a good right footed shot. Outcome: goal
237852,66',Goal!! David Beckham hits a very good right footed shot to the lower left corner from the centre penalty area (aprox. 6 yards) and scores!! Los Angeles now trails 1 - 2
237852,68',David Beckham crosses the ball. Outcome: shot
237852,68',"Mike Randolph hits a good right footed shot, but it is off target. Outcome: over bar"
237852,68',Matt Reis takes a long goal kick
237852,70',New England makes a sub: Pat Phelan enters for Sainey Nyassi. Reason: Tactical
237852,71',Throw-in: Steve Ralston takes it (Attacking)
237852,73',Throw-in: Ante Jazic takes it (Attacking)
237852,73',Throw-in: Chris Klein takes it (Attacking)
237852,74',Steve Ralston commits a foul on David Beckham resulting on a free kick for Los Angeles
237852,74',David Beckham takes an indirect freekick with his right foot from the left channel. Outcome: open play
237852,75',Matt Reis takes a long goal kick
237852,76',Throw-in: Ante Jazic takes it (Attacking)
237852,77',"Edson Buddle drills a good right footed shot, but it is off target. Outcome: hit post"
237852,77',Offside called on Edson Buddle
237852,77',Matt Reis takes an indirect freekick with his right foot from his own half. Outcome: open play
237852,78',Throw-in: Ante Jazic takes it (Attacking)
237852,79',Throw-in: Chris Klein takes it (Defending)
237852,79',New England makes a sub: Amaechi Igwe enters for Adam Cristman. Reason: Tactical
237852,81',Pires Alvaro commits a foul on Michael Parkhurst resulting on a free kick for New England
237852,81',Mauricio Castro takes an indirect freekick with his right foot from the right channel. Outcome: open play
237852,81',Pires Alvaro is awarded a yellow card. Reason: unsporting behaviour
237852,84',Los Angeles makes a sub: Carlos Ruiz enters for Joe Franchino. Reason: Tactical
237852,86',Throw-in: Michael Parkhurst takes it (Attacking)
237852,86',"Mauricio Castro takes the corner kick from the left byline with his left foot and hits an outswinger to the centre, resulting in: out of play"
237852,87',Throw-in: Mauricio Castro takes it (Attacking)
237852,88',"Steve Ralston takes the corner kick from the right byline with his right foot and hits an inswinger short, resulting in: open play"
237852,88',Throw-in: Taylor Twellman takes it (Attacking)
237852,90'+1',Throw-in: Abel Xavier takes it (Attacking)
237852,90'+2',Throw-in: Chris Klein takes it (Attacking)
237852,90'+2',"Sean Franklin hits a good right footed shot, but it is off target. Outcome: over bar"
237852,90'+4',Handball called on Pires Alvaro
237852,90'+4',Steve Ralston takes an indirect freekick with his right foot from the left channel. Outcome: open play
237852,90',The referee has signaled the end of the second half
237852,90',End of the game
237853,-,Game on!
237853,1',Brandon Prideaux commits a foul on Chad Marshall resulting on a free kick for Columbus
237853,1',Brad Evans takes an indirect freekick with his right foot from the left wing. Outcome: pass
237853,2',John Thorrington commits a foul on Robbie Rogers resulting on a free kick for Columbus
237853,2',Robbie Rogers takes an indirect freekick with his right foot from the left channel. Outcome: pass
237853,2',Throw-in: Gonzalo Segares takes it (Attacking)
237853,3',"Cuauhtemoc Blanco takes the corner kick from the left byline with his right foot and hits an inswinger to the near post, resulting in: clearance"
237853,3',Brian Carroll clears the ball from danger.
237853,3',Throw-in: Gonzalo Segares takes it (Defending)
237853,3',Throw-in: Gonzalo Segares takes it (Attacking)
237853,4',Gonzalo Segares crosses the ball. Outcome: clearance
237853,4',Chad Marshall clears the ball from danger.
237853,4',"Cuauhtemoc Blanco takes the corner kick from the left byline with his right foot and hits an inswinger to the far post, resulting in: save"
237853,4',Will Hesmer makes a very good save (Catch)
237853,5',Robbie Rogers curls a good right footed shot. Outcome: save
237853,5',Jon Busch makes a very good save (Catch)
237853,5',Frankie Hejduk commits a foul on Justin Mapp resulting on a free kick for Chicago
237853,6',Gonzalo Segares takes an indirect freekick with his right foot from the left wing. Outcome: open play
237853,6',Will Hesmer takes a short goal kick
237853,6',Throw-in: Robbie Rogers takes it (Defending)
237853,8',Throw-in: Danny O'Rourke takes it (Attacking)
237853,8',Chris Rolfe hits a good right footed shot. Outcome: goal
237853,8',Goal!! Chris Rolfe hits a very good right footed shot low through the middle from the centre penalty area (aprox. 12 yards) and scores!! Chicago now leads 1 - 0
237853,10',Frankie Hejduk crosses the ball. Outcome: open play
237853,10',"Guillermo Barros Schelotto takes the corner kick from the left byline with his right foot and hits an inswinger to the centre, resulting in: save"
237853,11',Jon Busch makes a very good save (Catch)
237853,13',Jon Busch takes a long goal kick
237853,14',Throw-in: Danny O'Rourke takes it (Attacking)
237853,14',Throw-in: Danny O'Rourke takes it (Attacking)
237853,15',Jon Busch takes a long goal kick
237853,15',Throw-in: Frankie Hejduk takes it (Attacking)
237853,16',Offside called on Alejandro Moreno
237853,16',Jon Busch takes an indirect freekick with his right foot from the centre penalty area. Outcome: open play
237853,17',"Chris Rolfe drills a good left footed shot, but it is off target. Outcome: over bar"
237853,18',John Thorrington hits a good right footed shot. Outcome: save
237853,18',Will Hesmer makes a very good save (Punch)
237853,18',"John Thorrington drills a good right footed shot, but it is off target. Outcome: miss right"
237853,19',Will Hesmer takes a long goal kick
237853,19',Calen Carr crosses the ball. Outcome: open play
237853,21',Chris Rolfe commits a foul on Alejandro Moreno resulting on a free kick for Columbus
237853,21',Robbie Rogers takes an indirect freekick with his right foot from the left channel. Outcome: open play
237853,22',Throw-in: Frankie Hejduk takes it (Attacking)
237853,22',Throw-in: Frankie Hejduk takes it (Attacking)
237853,23',Throw-in: Frankie Hejduk takes it (Attacking)
237853,24',Throw-in: Brandon Prideaux takes it (Attacking)
237853,25',Calen Carr hits an impressive right footed shot. Outcome: goal
237853,25',Goal!! Calen Carr hits an impressive right footed shot to the lower left corner from the right penalty area (aprox. 12 yards) and scores!! Chicago now leads 2 - 0
237853,25',That last goal was assisted by Gonzalo Segares (Pass from Left Penalty Area)
237853,26',Throw-in: Brandon Prideaux takes it (Attacking)
237853,27',John Thorrington crosses the ball. Outcome: open play
237853,28',Wilman Conde commits a foul on Alejandro Moreno resulting on a free kick for Columbus
237853,28',Guillermo Barros Schelotto takes a direct freekick with his right foot from the left channel. Outcome: shot
237853,29',"Guillermo Barros Schelotto drills a good right footed shot, but it is off target. Outcome: miss left"
237853,29',Jon Busch takes a long goal kick
237853,29',Throw-in: Emmanuel Ekpo takes it (Attacking)
237853,30',Throw-in: Gonzalo Segares takes it (Attacking)
237853,30',Chris Rolfe crosses the ball. Outcome: clearance
237853,30',Chad Marshall clears the ball from danger.
237853,31',Cuauhtemoc Blanco hits a good right footed shot. Outcome: save
237853,31',Will Hesmer makes a very good save (Catch)
237853,31',Throw-in: Brandon Prideaux takes it (Attacking)
237853,33',Offside called on Chris Rolfe
237853,33',Will Hesmer takes an indirect freekick with his right foot from the left channel. Outcome: open play
237853,34',Emmanuel Ekpo hits a good left footed shot. Outcome: save
237853,34',Jon Busch makes a very good save (Catch)
237853,35',"Justin Mapp drills a good left footed shot, but it is off target. Outcome: miss right"
237853,35',Will Hesmer takes a long goal kick
237853,35',Throw-in: Danny O'Rourke takes it (Attacking)
237853,36',Emmanuel Ekpo hits a good right footed shot. Outcome: goal
237853,36',Goal!! Emmanuel Ekpo hits a very good right footed shot to the upper left corner from the centre penalty area (aprox. 6 yards) and scores!! Columbus now trails 1 - 2
237853,36',That last goal was assisted by Guillermo Barros Schelotto (Pass from Left Penalty Area)
237853,38',Throw-in: Brandon Prideaux takes it (Attacking)
237853,38',Throw-in: Danny O'Rourke takes it (Attacking)
237853,38',Throw-in: Brandon Prideaux takes it (Attacking)
237853,39',Throw-in: Brandon Prideaux takes it (Attacking)
237853,39',Throw-in: John Thorrington takes it (Attacking)
237853,39',Throw-in: Danny O'Rourke takes it (Attacking)
237853,40',Chris Rolfe commits a foul on Andy Iro resulting on a free kick for Columbus
237853,40',Will Hesmer takes an indirect freekick with his right foot from the left penalty area. Outcome: open play
237853,42',Will Hesmer takes a long goal kick
237853,43',Throw-in: Danny O'Rourke takes it (Attacking)
237853,43',Throw-in: Danny O'Rourke takes it (Attacking)
237853,43',Guillermo Barros Schelotto drills a good right footed shot. Outcome: save
237853,44',Jon Busch makes a very good save (Punch)
237853,44',"Guillermo Barros Schelotto takes the corner kick from the left byline with his right foot and hits an inswinger to the far post, resulting in: open play"
237853,45',Jon Busch takes a long goal kick
237853,45',Throw-in: Brandon Prideaux takes it (Attacking)
237853,45'+1',"Guillermo Barros Schelotto takes the corner kick from the right byline with his right foot and hits an inswinger to the centre, resulting in: shot"
237853,45'+1',Chad Marshall hits a good header. Outcome: save
237853,45'+1',Jon Busch makes a very good save (Punch)
237853,45'+2',Alejandro Moreno commits a foul on Brandon Prideaux resulting on a free kick for Chicago
237853,45'+2',Cuauhtemoc Blanco takes an indirect freekick with his right foot from the left channel. Outcome: pass
237853,45'+2',Gonzalo Segares hits a good right footed shot. Outcome: save
237853,45'+2',Will Hesmer makes a very good save (Catch)
237853,45'+3',Jon Busch takes a long goal kick
237853,45',The referee has signaled the end of the first half
237853,45',The second half is under way
237853,46',Throw-in: Danny O'Rourke takes it (Attacking)
237853,46',Danny O'Rourke commits a foul on Calen Carr resulting on a free kick for Chicago
237853,47',Cuauhtemoc Blanco takes a direct freekick with his right foot from the right wing. Outcome: pass
237853,47',Danny O'Rourke is awarded a yellow card. Reason: unsporting behaviour
237853,47',Will Hesmer takes a long goal kick
237853,50',Justin Mapp drills a good right footed shot. Outcome: save
237853,50',Will Hesmer makes a very good save (Catch)
237853,50',Throw-in: Cuauhtemoc Blanco takes it (Attacking)
237853,51',Will Hesmer takes a long goal kick
237853,52',Throw-in: Frankie Hejduk takes it (Attacking)
237853,52',"Cuauhtemoc Blanco curls a good left footed shot, but it is off target. Outcome: over bar"
237853,53',Throw-in: Frankie Hejduk takes it (Attacking)
237853,53',Gonzalo Segares is awarded a yellow card. Reason: unsporting behaviour
237853,54',Jon Busch takes a short goal kick
237853,54',Frankie Hejduk hits a good right footed shot. Outcome: save
237853,55',Jon Busch makes an outstanding save (Punch)
237853,55',"Guillermo Barros Schelotto takes the corner kick from the left byline with his right foot and hits an inswinger to the far post, resulting in: open play"
237853,56',"Guillermo Barros Schelotto takes the corner kick from the right byline with his right foot and hits an outswinger to the centre, resulting in: shot"
237853,56',"Chad Marshall hits a good header, but it is off target. Outcome: miss left"
237853,56',Jon Busch takes a short goal kick
237853,57',Throw-in: Justin Mapp takes it (Attacking)
237853,58',Throw-in: Frankie Hejduk takes it (Attacking)
237853,58',Wilman Conde commits a foul on Alejandro Moreno resulting on a free kick for Columbus
237853,58',Guillermo Barros Schelotto takes an indirect freekick with his right foot from the right wing. Outcome: cross
237853,59',Guillermo Barros Schelotto crosses the ball. Outcome: open play
237853,59',Throw-in: Robbie Rogers takes it (Attacking)
237853,59',Emmanuel Ekpo crosses the ball. Outcome: open play
237853,59',"Brian Carroll hits a good right footed shot, but it is off target. Outcome: over bar"
237853,60',Bakary Soumare commits a foul on Robbie Rogers resulting on a free kick for Columbus
237853,60',Guillermo Barros Schelotto takes an indirect freekick with his right foot from the left wing. Outcome: cross
237853,60',Guillermo Barros Schelotto crosses the ball. Outcome: open play
237853,62',Alejandro Moreno commits a foul on Wilman Conde resulting on a free kick for Chicago
237853,62',Jon Busch takes an indirect freekick with his right foot from his own half. Outcome: open play
237853,63',John Thorrington hits a good right footed shot. Outcome: save
237853,63',Will Hesmer makes a very good save (Catch)
237853,64',Throw-in: Frankie Hejduk takes it (Attacking)
237853,65',Throw-in: Frankie Hejduk takes it (Attacking)
237853,65',Throw-in: Frankie Hejduk takes it (Attacking)
237853,65',Chicago makes a sub: Chad Barrett enters for Calen Carr. Reason: Tactical
237853,66',Throw-in: Danny O'Rourke takes it (Attacking)
237853,67',Throw-in: Brandon Prideaux takes it (Attacking)
237853,67',Throw-in: Danny O'Rourke takes it (Attacking)
237853,68',Will Hesmer takes a short goal kick
237853,68',Throw-in: Frankie Hejduk takes it (Attacking)
237853,68',Robbie Rogers hits a good right footed shot. Outcome: save
